title,episodes,score,num_votes,air_start,air_end,genres,producers,studios,status
DD Hokuto no Ken 2 Ichigo Aji+,12.0,6.05,454,2015-10-07,2015-12-23,"['Comedy', 'Parody', 'School', 'Seinen']",[],['Ajia-Do'],Finished Airing
Seihou Tenshi Angel Links,13.0,6.06,1740,1999-04-07,1999-06-30,"['Action', 'Adventure', 'Space', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",[],['Sunrise'],Finished Airing
Puzzle & Dragons Cross,,6.06,982,2016-07-04,,"['Game', 'Kids']",['Audio Planning U'],['Studio Pierrot'],Currently Airing
Kerokko Demetan,39.0,6.05,212,1973-01-02,1973-09-25,"['Kids', 'Fantasy', 'Comedy']",[],['Tatsunoko Production'],Finished Airing
Nurse Witch Komugi-chan R,12.0,6.06,2209,2016-01-10,2016-03-27,"['Comedy', 'Magic', 'Parody']","['VAP', 'Nippon Television Network Corporation']",['Tatsunoko Production'],Finished Airing
Marginal Prince: Gekkeiju no Ouji-tachi,13.0,6.06,2376,2006-10-02,2006-12-25,"['Romance', 'School', 'Shounen Ai']","['GDH', 'Tokyo Kids', 'Sotsu Music Publishing']",[],Finished Airing
Oreca Battle,51.0,6.06,339,2014-04-07,2015-03-30,['Game'],[],"['Xebec', 'OLM']",Finished Airing
Juusou Kikou Dancougar Nova,12.0,6.06,1275,2007-02-15,2007-05-03,['Mecha'],[],['Production Reed'],Finished Airing
Kikou Sennyo Rouran,28.0,6.06,201,2002-11-15,2003-05-30,"['Action', 'Fantasy', 'Mecha']",['Starchild Records'],['Zexcs'],Finished Airing
Divergence Eve,13.0,6.07,2656,2003-07-02,2003-09-24,"['Adventure', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']","['Media Factory', 'Imagica', 'KlockWorx']",['Radix'],Finished Airing
Sarutobi Ecchan,26.0,6.07,98,1971-10-04,1972-03-27,"['Comedy', 'Kids', 'Magic', 'School']",[],['Toei Animation'],Finished Airing
Gunparade Orchestra,24.0,6.06,747,2005-10-04,2006-03-28,"['Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Slice of Life']",[],"[""Brain's Base""]",Finished Airing
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,11.0,6.07,102,2006-07-06,2006-09-21,"['Action', 'Police', 'Drama', 'Seinen']","['TV Asahi', 'Universal Pictures Japan']",['Trans Arts'],Finished Airing
Saa Ikou! Tamagotchi,12.0,6.07,201,2007-11-29,2008-02-14,['Kids'],['Bandai'],['OLM'],Finished Airing
Bernard-jou Iwaku.,12.0,6.07,3960,2016-10-07,2016-12-23,"['Comedy', 'School']","['DAX Production', 'Dream Creation', ""Gen'ei""]",['Creators in Pack'],Finished Airing
Ultraviolet: Code 044,12.0,6.08,685,2008-07-01,2008-09-16,"['Action', 'Sci-Fi']","['Sony Pictures Entertainment', 'Tezuka Productions']",['Madhouse'],Finished Airing
Pankis! 2-jigen,24.0,6.07,51,2015-01-08,2015-06-18,"['Comedy', 'Music']",[],['DLE'],Finished Airing
Najica Dengeki Sakusen,12.0,6.08,4652,2001-10-05,2001-12-27,"['Action', 'Ecchi', 'Comedy', 'Sci-Fi']","['GDH', 'Media Factory', 'Nippon Columbia']","['Studio Fantasia', 'Amber Film Works']",Finished Airing
Geisters: Fractions of the Earth,26.0,6.08,88,2001-10-06,2002-03-30,"['Action', 'Sci-Fi']",['Plum'],[],Finished Airing
Kakko Kawaii Sengen! 2,10.0,6.08,92,2011-08-26,2011-12-22,['Comedy'],[],[],Finished Airing
Taboo Tattoo,12.0,6.09,39967,2016-07-05,2016-09-20,"['Action', 'Comedy', 'Martial Arts', 'Mystery', 'Super Power', 'Supernatural']","['TV Tokyo', 'Sotsu', 'AT-X', 'Magic Capsule', 'KlockWorx', 'DIVE II Entertainment', 'Avex Pictures', 'BS Japan']",['J.C.Staff'],Finished Airing
Saint Beast: Seijuu Kourin-hen,6.0,6.09,1995,2003-05-08,2003-06-13,"['Action', 'Supernatural', 'Magic', 'Fantasy']","['Lantis', 'Tokyo Kids', 'Kids Station']",[],Finished Airing
Yami Shibai 4th Season,,6.12,454,2017-01-16,,"['Dementia', 'Horror', 'Supernatural']",['TV Tokyo'],['ILCA'],Currently Airing
Wind: A Breath of Heart (TV),13.0,6.13,2936,2004-06-30,2004-09-22,"['Drama', 'Romance', 'School', 'Supernatural']","['Frontier Works', 'Rondo Robe']",['Radix'],Finished Airing
Oyako Club,1818.0,6.13,57,1994-10-03,2013-03-30,"['Slice of Life', 'Comedy']",['Fuji TV'],['Eiken'],Finished Airing
Nandaka Velonica,10.0,6.13,285,2014-03-10,2014-03-21,"['Comedy', 'Fantasy', 'Kids']","['NHK', 'Cyclone Graphics inc']",[],Finished Airing
Lemon Angel (1988),9.0,6.13,142,1988-02-03,1988-03-30,['Ecchi'],"['AIC', 'Pony Canyon']",[],Finished Airing
Koume-chan ga Iku!,12.0,6.13,51,1999-08-01,1999-09-30,"['Comedy', 'Romance', 'Slice of Life']","['Group TAC', 'Pioneer LDC']",['Gainax'],Finished Airing
Mazinger ZIP!,237.0,6.13,60,2013-04-08,2014-03-28,"['Comedy', 'Mecha']","['Nippon Television Network Corporation', 'Oddjob']",[],Finished Airing
Hero Bank,51.0,6.13,342,2014-04-07,2015-03-30,"['Game', 'Kids']","['Tokyo Movie Shinsha', 'Sega']",[],Finished Airing
Seraphim Call,12.0,6.14,650,1999-10-06,1999-12-22,"['Romance', 'Drama', 'Sci-Fi']","['d-rights', 'TV Tokyo Music', 'Banpresto']",['Sunrise'],Finished Airing
Gaist Crusher,51.0,6.14,104,2013-10-02,2014-10-01,"['Action', 'Fantasy', 'Supernatural']","['TV Tokyo', 'Avex Entertainment', 'Dentsu']",['Studio Pierrot'],Finished Airing
Shounen Hollywood: Holly Stage for 49,13.0,6.15,2764,2014-07-06,2014-09-27,"['Music', 'Slice of Life', 'Shoujo']",[],['Zexcs'],Finished Airing
Minna Atsumare! Falcom Gakuen SC,12.0,6.14,329,2015-01-04,2015-03-22,"['Parody', 'Comedy', 'School', 'Seinen']",['DAX Production'],[],Finished Airing
Kodai Ouja Kyouryuu King,49.0,6.15,2380,2007-02-04,2008-01-27,"['Adventure', 'Kids', 'Fantasy']","['Asatsu DK', 'Sega', '4Kids Entertainment', 'Happinet Pictures', 'Nagoya TV Housou']",['Sunrise'],Finished Airing
Backkom Sports,52.0,6.15,64,2009-01-01,,"['Comedy', 'Kids', 'Sports']",[],['RG Animation Studios'],Finished Airing
Yama Nezumi Rocky Chuck,52.0,6.16,149,1973-01-07,1973-12-30,"['Kids', 'Adventure', 'Fantasy']","['Mushi Production', 'Fuji TV']",['Nippon Animation'],Finished Airing
School Days,12.0,6.16,179014,2007-07-04,2007-09-27,"['Harem', 'Drama', 'Romance', 'School']","['Avex Entertainment', 'Marvelous Entertainment', 'Lantis', 'Pony Canyon']",['TNK'],Finished Airing
Marie & Gali ver. 2.0,30.0,6.15,80,2010-03-20,2011-03-22,['Comedy'],[],['Toei Animation'],Finished Airing
Ozma,6.0,6.16,5557,2012-03-17,2012-04-21,"['Action', 'Sci-Fi']","['WOWOW', 'Pony Canyon', 'Planet', 'LandQ studios', 'Viki', 'Slowcurve', 'Cyclone Graphics inc']",['Gonzo'],Finished Airing
Duel Masters Victory V3,51.0,6.15,82,2013-04-06,2014-03-29,"['Action', 'Adventure', 'Comedy', 'Shounen']","['TV Tokyo', 'Shogakukan Productions']",[],Finished Airing
Nyanbo!,26.0,6.16,803,2016-09-27,,['Comedy'],[],['Shirogumi'],Currently Airing
A.D. Police (TV),12.0,6.16,2238,1999-04-08,1999-06-30,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",[],['AIC'],Finished Airing
Sengoku Choujuu Giga: Otsu,13.0,6.17,155,2017-01-15,2017-04-09,"['Historical', 'Demons', 'Supernatural']",[],['ILCA'],Currently Airing
Shinseiki Duel Masters Flash,24.0,6.17,77,2006-04-10,2007-03-23,"['Comedy', 'Kids']",['G&amp;G Entertainment'],['SynergySP'],Finished Airing
Saint Luminous Jogakuin,13.0,6.17,510,1998-10-06,1998-12-30,"['Mystery', 'Psychological', 'Supernatural']","['Genco', 'Pioneer LDC']",['Triangle Staff'],Finished Airing
Isuca,10.0,6.17,30543,2015-01-24,2015-03-28,"['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Seinen', 'Supernatural']","['Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'MAGES.']",['Arms'],Finished Airing
Eightman,56.0,6.17,130,1963-11-07,1964-12-24,"['Action', 'Mecha', 'Drama', 'Sci-Fi']",[],['Nippon Animation'],Finished Airing
Marvel Disk Wars: The Avengers,51.0,6.17,743,2014-04-02,2015-03-25,"['Action', 'Kids', 'Super Power']",[],['Toei Animation'],Finished Airing
21 Emon,39.0,6.17,81,1991-05-02,1992-03-26,"['Space', 'Comedy', 'Sci-Fi']",[],['Shin-Ei Animation'],Finished Airing
Mousou Kagaku Series: Wandaba Style,12.0,6.18,690,2003-04-05,2003-06-21,"['Comedy', 'Sci-Fi']",[],['TNK'],Finished Airing
Mahou Sensou,12.0,6.18,52844,2014-01-10,2014-03-28,"['Action', 'Fantasy', 'Magic']","['Media Factory', 'TBS', 'flying DOG']",['Madhouse'],Finished Airing
Haitai Nanafa,13.0,6.18,1996,2012-10-06,2012-12-29,"['Comedy', 'Supernatural']",['Ryukyu Asahi Broadcasting'],['Passione'],Finished Airing
"Chiisana Obake Acchi, Kocchi, Socchi",50.0,6.18,429,1991-04-09,1992-04-07,"['Comedy', 'Supernatural']",[],['Studio Pierrot'],Finished Airing
Hello Kitty: Ringo no Mori no Fantasy,13.0,6.18,50,2006-04-04,2006-09-19,"['Comedy', 'Fantasy', 'Kids']",['Sanrio'],['Asahi Production'],Finished Airing
Barbapapa (1977),48.0,6.18,80,1977-04-30,1977-06-14,"['Comedy', 'Fantasy', 'Kids']",['KSS'],['Topcraft'],Finished Airing
Metal Fighter Miku,13.0,6.19,432,1994-07-08,1994-09-30,"['Sports', 'Comedy', 'Sci-Fi', 'Shounen']","['Victor Entertainment', 'Studio Jack']",['J.C.Staff'],Finished Airing
Kamisama Minarai: Himitsu no Cocotama,,6.19,168,2015-10-01,,"['Fantasy', 'Kids', 'Magic']","['TV Tokyo', 'Lantis']",['OLM'],Currently Airing
Hey! Bumboo,130.0,6.19,336,1985-04-08,1986-04-03,"['Adventure', 'Cars', 'Kids']","['NHK', 'Studio Jack']",['Nippon Animation'],Finished Airing
Time Bokan Series: Zenderman,52.0,6.19,64,1979-02-03,1980-01-26,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Mecha']",[],['Tatsunoko Production'],Finished Airing
Barbapapa Sekai wo Mawaru,50.0,6.19,201,1999-07-05,1999-10-08,"['Adventure', 'Comedy']",['Kodansha'],['Studio Pierrot'],Finished Airing
Bonobono (2016),,6.19,205,2016-04-02,,['Comedy'],['Fuji TV'],['Eiken'],Currently Airing
Shin Calimero,52.0,6.19,522,1992-10-15,1993-09-09,['Comedy'],[],['Toei Animation'],Finished Airing
Hakushon Daimaou,52.0,6.19,341,1969-10-05,1970-09-27,"['Comedy', 'Fantasy']",[],['Tatsunoko Production'],Finished Airing
Bakumatsu Gijinden Roman,12.0,6.19,3003,2013-01-08,2013-03-26,"['Historical', 'Fantasy']","['Sotsu', 'Nippon Columbia']",['TMS Entertainment'],Finished Airing
Bakumatsu Rock,12.0,6.19,6243,2014-07-02,2014-09-17,"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']","['Nihon Ad Systems', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['Studio Deen'],Finished Airing
Scan2Go,52.0,6.2,225,2010-08-09,2011-03-29,"['Cars', 'Kids', 'Shounen', 'Space', 'Sports']",['d-rights'],['SynergySP'],Finished Airing
Mutekiou Tri-Zenon,22.0,6.2,72,2000-10-14,2001-03-17,"['Mecha', 'Sci-Fi']",['E&amp;G Films'],[],Finished Airing
Abarenbou Rikishi!! Matsutarou,23.0,6.2,2025,2014-04-06,2014-09-28,"['Sports', 'Seinen']",[],['Toei Animation'],Finished Airing
D4 Princess,24.0,6.2,436,1999-04-06,1999-09-28,"['Action', 'Comedy', 'Magic', 'Mecha', 'Sci-Fi']",[],['Daume'],Finished Airing
Zoku Attacker You! Kin Medal e no Michi,52.0,6.21,111,2008-01-01,,"['Romance', 'Sports']",['Knack Productions'],[],Finished Airing
Shining Hearts: Shiawase no Pan,12.0,6.21,11038,2012-04-13,2012-06-30,"['Action', 'Fantasy']","['Avex Entertainment', 'Sega', 'DAX Production', 'Volks']",['Production I.G'],Finished Airing
I: Wish You Were Here,4.0,6.21,2810,2001-10-04,2001-11-24,"['Action', 'Drama', 'Mystery', 'Sci-Fi']","['GDH', 'Media Factory']",['Gonzo'],Finished Airing
Luck & Logic,12.0,6.22,18912,2016-01-09,2016-03-26,"['Action', 'Fantasy']","['Bandai Visual', 'Lantis', 'Bushiroad']",['Doga Kobo'],Finished Airing
Backkom 2,52.0,6.22,84,2007-01-01,,"['Comedy', 'Kids']",[],['RG Animation Studios'],Finished Airing
Gun-dou Musashi,26.0,6.22,408,2006-04-09,2006-10-08,"['Adventure', 'Samurai', 'Fantasy']",['TBS'],['ACC Production'],Finished Airing
Kimagure Robot,10.0,6.22,762,2004-12-22,,"['Comedy', 'Fantasy', 'Sci-Fi']",['Beyond C.'],['Studio 4°C'],Finished Airing
Haitai Nanafa 2nd Season,13.0,6.22,569,2013-04-06,2013-06-29,"['Comedy', 'Supernatural']",['Ryukyu Asahi Broadcasting'],['Passione'],Finished Airing
Zero Duel Masters,12.0,6.23,482,2007-04-09,2007-09-28,"['Adventure', 'Comedy', 'Game', 'Sports']",['Shogakukan Productions'],[],Finished Airing
Gunslinger Stratos: The Animation,12.0,6.23,20024,2015-04-04,2015-06-20,"['Action', 'Sci-Fi']","['Aniplex', 'Square Enix', 'Nitroplus', 'ASCII Media Works', 'Tokyo MX', 'BS11']",['A-1 Pictures'],Finished Airing
Yumeria,12.0,6.24,9586,2004-01-09,2004-03-26,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",[],['Studio Deen'],Finished Airing
Yumemiru Topo Gigio,13.0,6.23,236,1988-10-07,1988-12-30,"['Kids', 'Adventure', 'Comedy']",[],['Nippon Animation'],Finished Airing
Fantasista Doll,12.0,6.23,6941,2013-07-07,2013-09-29,"['Sci-Fi', 'Magic', 'Fantasy']","['Hoods Entertainment', 'Amber Film Works', 'TOHO animation']",['Production IMS'],Finished Airing
Wolverine,12.0,6.24,6997,2011-01-07,2011-03-25,"['Action', 'Martial Arts', 'Super Power']",[],['Madhouse'],Finished Airing
Shima Shima Tora no Shimajirou,726.0,6.24,61,1993-12-13,2008-03-31,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']","['TV Tokyo', 'Azeta Pictures']",[],Finished Airing
Crystal Blaze,12.0,6.24,3786,2008-04-09,2008-06-25,"['Action', 'Sci-Fi']","['Studio Fantasia', 'Happinet Pictures', 'BIGLOBE']",[],Finished Airing
Duel Masters VS,49.0,6.24,69,2014-04-05,2015-03-28,"['Action', 'Adventure', 'Comedy', 'Shounen']",[],['Ascension'],Finished Airing
Iron Man,12.0,6.24,7829,2010-10-01,2010-12-17,"['Action', 'Mecha', 'Drama']",[],['Madhouse'],Finished Airing
Oishinbo,136.0,6.25,55,1988-10-17,1992-03-17,"['Comedy', 'Slice of Life', 'Seinen']",[],['Shin-Ei Animation'],Finished Airing
SoniAni: Super Sonico The Animation,12.0,6.25,15842,2014-01-06,2014-03-24,"['Music', 'Slice of Life']","['Genco', 'Pony Canyon', 'Movic', 'Half H.P Studio', 'AT-X', 'Nitroplus', 'KlockWorx', 'Showgate', 'Good Smile Company']",['White Fox'],Finished Airing
Stitch!: Zutto Saikou no Tomodachi,29.0,6.25,233,2010-07-06,2011-03-08,"['Adventure', 'Comedy', 'Kids']",[],['Shin-Ei Animation'],Finished Airing
Mobile Suit Gundam-san,13.0,6.25,1793,2014-07-06,2014-09-28,"['Comedy', 'Parody', 'Mecha']",[],['Sunrise'],Finished Airing
Calimero,45.0,6.25,1234,1974-10-15,1975-09-30,['Comedy'],[],['Toei Animation'],Finished Airing
Gon,50.0,6.25,123,2012-04-02,2013-03-25,"['Action', 'Adventure', 'Kids']",['Kodansha'],['Daewon Media'],Finished Airing
Blade & Soul,13.0,6.25,32807,2014-04-04,2014-06-27,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']",['TBS'],['Gonzo'],Finished Airing
Aquarian Age: Sign for Evolution,13.0,6.25,3207,2002-01-11,2002-03-29,"['Action', 'Adventure', 'Fantasy', 'Music', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power', 'Supernatural']",['Broccoli'],['Madhouse'],Finished Airing
Wizard Barristers: Benmashi Cecil,12.0,6.26,15675,2014-01-13,2014-03-31,['Magic'],"['Pony Canyon', 'Showgate']",['Arms'],Finished Airing
Tantei Team KZ Jiken Note,16.0,6.26,3548,2015-10-07,2016-01-27,"['Mystery', 'School']",[],['Signal. MD'],Finished Airing
Soul Link,12.0,6.26,5975,2006-04-02,2006-06-25,"['Action', 'Adventure', 'Space', 'Comedy', 'Romance', 'Military', 'Sci-Fi']","['Geneon Universal Entertainment', 'Mellow Head']",['Picture Magic'],Finished Airing
Sengoku☆Paradise Kiwami,26.0,6.26,538,2011-10-04,2012-03-27,"['Action', 'Comedy', 'Drama', 'Historical', 'Romance', 'Samurai', 'Shoujo']","['TV Tokyo', 'G-mode']","['Milky Cartoon', 'LMD']",Finished Airing
Pinocchio yori Piccolino no Bouken,52.0,6.26,452,1976-04-27,1977-05-31,"['Adventure', 'Kids']",[],['Nippon Animation'],Finished Airing
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,13.0,6.28,6048,2003-07-07,2003-09-29,"['Drama', 'Seinen', 'Thriller']",['Kids Station'],['Planet'],Finished Airing
Aa Harimanada,23.0,6.27,166,1992-04-23,1992-10-01,"['Sports', 'Martial Arts', 'Seinen']",['TV Tokyo'],['E&amp;G Films'],Finished Airing
Tabi Machi Late Show,4.0,6.28,3055,2016-01-08,2016-01-29,['Drama'],['Ultra Super Pictures'],['CoMix Wave Films'],Finished Airing
Monkey Magic,13.0,6.28,126,1998-09-20,1998-12-13,"['Kids', 'Adventure', 'Fantasy']",[],[],Finished Airing
DD Hokuto no Ken,12.0,6.28,855,2011-01-12,2011-04-06,"['Parody', 'Seinen']",['North Stars Pictures'],[],Finished Airing
Colorful,16.0,6.28,5768,1999-09-06,1999-09-30,"['Comedy', 'Ecchi', 'Slice of Life']",['TBS'],"['Triangle Staff', 'Studio Wombat']",Finished Airing
Gasshin Sentai Mechander Robo,35.0,6.28,66,1977-03-03,1977-12-29,"['Space', 'Mecha', 'Military', 'Mystery', 'Sci-Fi']",['Wako Productions'],[],Finished Airing
Weiß Survive R,12.0,6.29,3483,2009-12-05,2010-03-27,"['Comedy', 'Ecchi', 'Game']",['TBS'],['Studio Hibari'],Finished Airing
Bakugan Battle Brawlers: Mechtanium Surge,46.0,6.28,4961,2011-02-13,2012-01-26,"['Action', 'Adventure', 'Fantasy', 'Game', 'Shounen']",[],['TMS Entertainment'],Finished Airing
Tamagotchi!,143.0,6.29,52,2009-10-12,2012-09-03,"['Comedy', 'Kids']",[],['OLM Digital'],Finished Airing
Lovedol: Lovely Idol,12.0,6.29,2065,2006-10-03,2006-12-19,"['Harem', 'Music']","['AIC', 'Pony Canyon Enterprise']",['TNK'],Finished Airing
Final Fantasy: Unlimited,25.0,6.29,11378,2001-10-02,2002-03-26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']","['TV Tokyo', 'Dentsu', 'TV Tokyo Music']",['Gonzo'],Finished Airing
Futari Daka,36.0,6.29,50,1984-09-20,1985-07-12,"['Cars', 'Sports', 'Shounen']",['Fuji TV'],['Kokusai Eigasha'],Finished Airing
Porong Porong Pororo,52.0,6.29,55,2003-11-27,2004-05-18,['Kids'],[],[],Finished Airing
W: Wish,13.0,6.3,3911,2004-10-03,2004-12-26,"['Drama', 'Harem', 'Romance', 'School', 'Slice of Life']",[],"['Trinet Entertainment', 'Picture Magic']",Finished Airing
Topo Gigio,21.0,6.3,590,1988-04-27,1988-09-21,"['Kids', 'Adventure', 'Comedy']",[],['Nippon Animation'],Finished Airing
Rakugo Tennyo Oyui,12.0,6.3,162,2006-01-05,2006-03-23,"['Comedy', 'Historical']",['Three Fat Samurai'],['TNK'],Finished Airing
Masou Kishin Cybuster,26.0,6.3,452,1999-05-03,1999-10-25,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","['TV Tokyo', 'Bandai Visual', 'Nihon Ad Systems', 'Ashi Productions']",['Production Reed'],Finished Airing
Kenzen Robo Daimidaler,12.0,6.3,11787,2014-04-05,2014-06-21,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']","['Genco', 'Lantis', 'AT-X', 'Showgate']",['TNK'],Finished Airing
Momoiro Sisters,24.0,6.3,515,1998-08-25,1998-10-05,"['Comedy', 'Slice of Life']",[],['Studio Deen'],Finished Airing
Gakuen Handsome,12.0,6.3,4573,2016-10-04,2016-12-20,"['Comedy', 'Parody', 'School', 'Shounen Ai']",[],['Team YokkyuFuman'],Finished Airing
Kasumin 3rd Season,26.0,6.3,53,2003-04-09,2003-10-01,"['Kids', 'Fantasy']",['NHK'],['OLM'],Finished Airing
Akubi Girl,26.0,6.3,82,2006-04-02,2006-09-24,"['Comedy', 'Fantasy']",[],['Tatsunoko Production'],Finished Airing
Duel Masters Victory V,51.0,6.3,86,2012-04-07,2013-03-30,"['Action', 'Adventure', 'Comedy', 'Shounen']",['Shogakukan Productions'],[],Finished Airing
Ai Tenchi Muyou!,50.0,6.3,4798,2014-10-06,2014-12-26,"['Comedy', 'Sci-Fi', 'Shounen']","['VAP', 'AIC']",['AIC Plus+'],Finished Airing
Brain Powerd,26.0,6.3,1460,1998-04-08,1998-11-11,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","['Bandai Visual', 'WOWOW']",['Sunrise'],Finished Airing
Akahori Gedou Hour Rabuge,13.0,6.3,879,2005-07-05,2005-09-27,"['Comedy', 'Magic', 'Parody']","['Lantis', 'Kadokawa Shoten', 'Studio Jack', 'NBCUniversal Entertainment Japan', 'Audio Tanaka', 'On The Run']",['Radix'],Finished Airing
Tales of Eternia The Animation,13.0,6.31,4698,2001-01-08,2001-03-26,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",[],"['Production I.G', 'Xebec']",Finished Airing
Jankenman,51.0,6.3,98,1991-04-04,1992-03-26,"['Adventure', 'Super Power']","['TV Tokyo', 'Ashi Productions', 'Big West']",[],Finished Airing
Show By Rock!! Short!!,12.0,6.31,2234,2016-07-05,2016-09-20,"['Music', 'Comedy']","['Pony Canyon', 'Sanrio', 'Techno Sound']",['Bones'],Finished Airing
Maou Dante,13.0,6.31,1613,2002-08-31,2002-11-21,"['Action', 'Demons', 'Horror', 'Shounen', 'Supernatural']","['AT-X', 'Dynamic Planning']",['Magic Bus'],Finished Airing
Komori-san wa Kotowarenai!,12.0,6.31,12958,2015-10-04,2015-12-20,"['Slice of Life', 'Comedy', 'School']","['Genco', 'DAX Production', 'bilibili']",['Artland'],Finished Airing
Tanken Driland: 1000-nen no Mahou,51.0,6.31,58,2013-04-06,2014-03-29,"['Adventure', 'Fantasy']",['TV Tokyo'],['Toei Animation'],Finished Airing
Hipira-kun,10.0,6.31,884,2009-12-21,2009-12-25,"['Comedy', 'Fantasy', 'Kids', 'Supernatural', 'Vampire']",[],['Sunrise'],Finished Airing
DRAMAtical Murder,12.0,6.31,32447,2014-07-07,2014-09-22,"['Action', 'Sci-Fi', 'Super Power', 'Psychological']","['Nitroplus', 'DIVE II Entertainment']",['NAZ'],Finished Airing
Beyblade Burst,,6.31,883,2016-04-04,,"['Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen']","['TV Tokyo', 'd-rights']",['OLM'],Currently Airing
Asagiri no Miko,26.0,6.31,1508,2002-07-04,2002-12-26,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'School', 'Sci-Fi', 'Shounen', 'Slice of Life', 'Super Power', 'Supernatural']","['Starchild Records', 'TV Tokyo Music', 'Shounen Gahousha']","['Chaos Project', 'GANSIS']",Finished Airing
Weiß Survive,16.0,6.32,5950,2009-06-06,2009-09-26,"['Game', 'Comedy', 'Ecchi']","['TBS', 'Bushiroad']",['Studio Hibari'],Finished Airing
Soul Eater NOT!,12.0,6.32,44401,2014-04-09,2014-07-02,"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Supernatural']","['TV Tokyo', 'Dentsu', 'Square Enix', 'Sony Music Communications']",['Bones'],Finished Airing
Stitch!: Itazura Alien no Daibouken,29.0,6.32,287,2009-10-13,2010-06-29,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']",['Tohokushinsha Film Corporation'],['Madhouse'],Finished Airing
Queen's Blade: Rurou no Senshi,12.0,6.32,21287,2009-04-02,2009-06-18,"['Action', 'Adventure', 'Ecchi', 'Fantasy']","['Genco', 'Media Factory', 'AT-X', 'Magic Capsule', 'Hobby Japan', 'Toranoana']",['Arms'],Finished Airing
Sasurai no Shoujo Nell,26.0,6.32,84,1979-10-25,1980-04-24,"['Adventure', 'Historical', 'Shoujo']",['DAX Production'],[],Finished Airing
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,30.0,6.32,903,2008-02-03,2008-08-31,"['Action', 'Adventure', 'Game', 'Kids', 'Sci-Fi']","['Asatsu DK', 'Sega', 'Nagoya TV Housou']",['Sunrise'],Finished Airing
Haiyoru! Nyaruani: Remember My Love(craft-sensei),11.0,6.32,7771,2010-12-11,2011-02-26,"['Comedy', 'Sci-Fi']",['SoftBank Creative Corp.'],['DLE'],Finished Airing
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,12.0,6.32,7519,2012-01-24,2012-03-27,"['Comedy', 'Ecchi', 'School', 'Seinen', 'Shoujo Ai']","['Lantis', 'Cammot']",['LMD'],Finished Airing
