title,score,stdev,num_votes,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10
Ai no Wakakusa Yama Monogatari,6.355371900826446,2.007669197226333,121,2,1,5,13,18,28,22,13,8,11
Meganebu!,5.934782608695652,2.1621552555959025,8372,339,346,465,839,1202,1545,1716,1050,488,382
Ippatsu Kiki Musume,6.358217940999398,1.9543034107465203,1661,41,44,60,105,188,380,401,256,103,83
Tiger Mask W,6.4167404782993795,1.9854259972549608,2258,41,51,88,184,303,402,525,372,152,140
Himitsu no Akko-chan 2,6.424778761061947,1.5842438230513451,113,1,1,0,8,19,31,30,12,6,5
Koutetsu Sangokushi,6.249561403508772,1.9820465634194726,2280,38,57,112,190,347,487,464,288,178,119
Koutetsu Tenshi Kurumi 2,6.355103054382916,1.8215798430120895,4027,46,85,131,321,580,824,1065,551,248,176
Bamboo Bears,6.4033613445378155,1.7790533207775479,119,1,2,6,6,14,28,39,11,4,8
Okusama wa Mahou Shoujo,6.3553355335533555,1.7110353734313637,1818,24,30,46,138,247,397,522,265,101,48
O-bake no... Holly,6.491803278688525,1.980420147670874,61,1,1,2,6,6,13,15,9,2,6
Let's Nupu Nupu,6.419791666666667,1.7529213587410462,960,10,18,29,59,143,193,275,138,58,37
Divergence Eve 2: Misaki Chronicles,6.330151600224593,1.8696834952207608,1781,24,45,81,125,216,391,461,249,118,71
Getter Robo Go,6.304878048780488,1.835882351763899,164,3,3,5,10,28,37,40,24,4,10
Himitsukessha Taka no Tsume,6.174757281553398,2.115257492948815,103,4,3,3,13,11,18,22,17,8,4
Boukyaku no Senritsu,6.331228956228956,1.875583277564803,4752,69,108,176,372,684,974,1170,644,371,184
Haai Step Jun,6.471830985915493,1.5044238145176245,142,1,3,0,10,14,37,47,21,7,2
Kiitarou Shounen no Youkai Enikki,6.30594662744274,1.6109614611339889,4759,46,46,142,260,787,1299,1272,550,197,160
Majokko Tickle,6.398550724637682,1.5300840891567953,138,0,0,3,10,27,34,34,19,5,6
Magical Nyan Nyan Taruto,6.296863045141546,1.8814963234248612,1307,24,24,42,108,204,283,306,161,98,57
Ultraman Kids no Kotowaza Monogatari,6.457142857142857,1.7044958558028176,70,1,1,0,3,16,13,20,10,1,5
Sasurai no Taiyou,6.171052631578948,1.9827423718222674,76,2,1,3,8,13,16,15,7,8,3
Yoshimune,6.0285714285714285,1.7207813444404116,105,2,1,4,10,24,17,29,12,4,2
Triage X,6.3546312329928965,1.9293844855152182,28297,466,770,1160,2083,3461,5856,7062,4234,1798,1407
Arcana Famiglia,6.37667682392911,1.884260353801925,57102,761,1244,2186,4449,7820,11649,13780,8447,4172,2594
Gowapper 5 Gordam,6.209677419354839,1.7333269964397626,62,1,1,1,7,9,16,11,12,3,1
Chouja Raideen,6.236503856041131,1.8918317487732266,389,4,11,21,31,55,81,90,55,28,13
Getsumen To Heiki Mina,6.293723339427179,1.7333565396649029,1641,19,37,43,120,250,368,446,226,82,50
Blocker Gundan IV Machine Blaster,6.122222222222222,1.8368316790832935,90,1,3,5,6,14,21,19,16,2,3
Asobou! Hello Kitty,6.397887323943662,2.1196919889807524,284,5,12,8,20,42,55,69,28,13,32
Future Card Buddyfight DDD,6.439461883408072,2.316767439693367,223,10,4,10,21,26,34,38,40,16,24
Himawari!,6.381374722838138,1.609563676172443,5863,45,85,143,359,832,1449,1731,778,271,170
Konchuu Monogatari Minashigo Hutch,6.309343434343434,1.8813313503287024,792,15,12,34,50,128,182,173,103,61,34
Ojarumaru,6.446043165467626,2.2478532104411757,139,8,2,2,6,26,23,32,12,14,14
Juuou Mujin no Fafnir,6.3886102469684465,1.7670744206226652,31502,318,578,999,2244,4281,7265,8198,4462,1840,1317
Idol Tenshi Youkoso Yoko,6.131578947368421,1.8591318380189539,76,4,0,2,3,15,18,17,13,2,2
Robotan (1986),6.436974789915967,1.429806682955761,119,0,0,3,4,20,41,26,18,1,6
Bakkyuu HIT! Crash Bedaman,6.375,2.0868791664043256,232,6,8,10,12,25,58,49,34,9,21
Green Green,6.370200629425649,2.011441769674847,50840,1207,1433,1900,3650,6466,9809,11985,7802,3887,2701
Masou Gakuen HxH,6.282691701404701,2.1442749231890157,28547,865,927,1260,2157,3556,6047,6224,3381,1753,2377
Mitsubachi Maya no Bouken,6.412981455064194,1.801664260245537,2804,36,43,82,150,454,710,643,360,157,169
Okusama wa Joshikousei (TV),6.361844100697604,1.8522396240966315,6594,108,148,205,458,945,1402,1624,1015,416,273
Manga Nippon Mukashibanashi (1976),6.583333333333333,2.0927061886273455,132,4,2,4,3,23,31,24,17,8,16
"Eikoku Ikka, Nihon wo Taberu",6.0588235294117645,2.217680865191952,153,9,7,5,7,22,34,27,28,6,8
Ocha-ken: Chokotto Monogatari,6.388888888888889,1.7193524477273916,270,8,0,5,13,42,70,68,40,16,8
Saint Beast: Kouin Jojishi Tenshi Tan,6.392361111111111,1.9463253551544983,1728,25,24,90,135,244,341,397,237,128,107
Rail Wars!,6.384378165447383,1.8919035409791967,44425,649,1096,1786,3352,5411,8666,11526,7049,3006,1884
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.166115912557194,1.9100876917364287,23604,355,578,1255,2270,3234,4897,5721,3031,1288,975
Mahou no Mako-chan,6.376146788990826,1.5192283822834411,218,1,0,3,16,44,52,55,32,7,8
Mahou no Idol Pastel Yumi,6.513207547169811,1.357305562828959,265,1,2,4,6,38,73,91,36,8,6
Machine Robo: Revenge of Chronos,6.253333333333333,1.815439952799933,150,4,2,4,14,17,37,38,19,13,2
Makyou Densetsu Acrobunch,6.161290322580645,1.8939083023336383,62,2,0,2,8,9,11,17,8,2,3
MonHun Nikki Girigiri Airou Mura G,6.391304347826087,1.8589181153419088,92,2,3,3,2,11,23,28,11,4,5
Xenosaga The Animation,6.38822641509434,1.7301535174715637,6625,71,87,200,483,974,1450,1781,943,396,240
Reporter Blues,6.467391304347826,1.8792406361666507,92,3,1,1,2,17,24,21,10,7,6
Bubuki Buranki,6.319199057714958,1.7575336931057508,17829,234,303,583,1379,2480,4004,4771,2527,957,591
Popotan,6.347281486579491,1.8824655023206622,7265,119,167,279,510,996,1505,1875,986,520,308
Shoujo-tachi wa Kouya wo Mezasu,6.4168405595486515,1.5986331601353436,25878,158,282,720,1683,3546,6076,7755,3699,1212,747
Tantei Kageki Milky Holmes TD,6.427645788336933,1.8304634390044336,1852,22,32,66,136,241,400,469,281,110,95
The SoulTaker: Tamashii-gari,6.325430666894081,1.9377608174822343,5863,142,127,216,456,754,1160,1449,927,391,241
B-Densetsu! Battle Bedaman Enkon,6.458009880028229,1.8484866853764155,1417,21,27,42,77,194,348,343,194,79,92
Phantasy Star Online 2 The Animation,6.350731382978723,1.838580554243039,15040,250,307,516,1074,1961,3337,3940,2129,892,634
Suhoyojeong Michel,6.388349514563107,2.0443291667237053,103,3,3,3,4,18,20,25,11,9,7
Magnerobo Ga-Keen,6.232,1.9601469332680137,125,4,3,6,5,16,33,30,15,7,6
Track City,6.479289940828402,2.0842854050398487,169,6,5,4,8,21,35,36,29,14,11
Queen's Blade: Rebellion,6.422021660649819,1.9178987836735535,8310,129,184,327,584,1040,1723,2094,1166,601,462
Fabre-sensei wa Meitantei,6.375,1.6909686573085854,80,1,2,0,4,18,16,18,13,7,1
Larva,6.3076923076923075,2.288811651735528,78,1,5,8,1,7,17,18,7,6,8
Happy Seven: The TV Manga,6.377721943048576,1.7442529234726227,1194,14,13,38,72,202,282,291,156,74,52
Cluster Edge,6.3310753598645215,1.8328892749525862,2362,23,50,88,204,338,491,577,339,156,96
Pure-tou no Nakama-tachi,6.287671232876712,2.1643402111143306,146,5,6,5,7,23,31,27,22,8,12
Marie & Gali,6.266222961730449,1.728398567323522,601,6,13,18,35,112,141,146,78,32,20
Senran Kagura,6.365356409504254,1.8635980075049843,20454,250,424,786,1575,2775,4395,5185,2774,1191,1099
Duel Masters Cross Shock,6.488505747126437,2.0064221766907373,348,5,8,15,12,69,63,74,46,25,31
Shin-Men,6.547169811320755,1.9816710857048987,106,1,1,4,9,18,18,24,14,5,12
Asari-chan,6.77027027027027,1.7128078519684546,74,0,2,1,5,5,12,31,8,4,6
Gokuu no Daibouken,6.075,2.1317539726713304,80,3,1,6,10,9,12,19,10,7,3
Huckleberry Finn Monogatari,6.514084507042254,1.6304147726534892,284,5,2,6,4,47,74,77,41,19,9
Gakkatsu! 2nd Season,6.529968454258675,1.8121264324562893,317,8,3,8,13,37,84,71,57,22,14
Choujin Sentai Baratack,6.628205128205129,1.9155836919851197,78,2,0,0,7,11,18,17,9,7,7
Tentou Mushi no Uta,6.511904761904762,1.9969861077982562,84,4,1,1,1,11,25,17,13,4,7
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,6.612903225806452,1.7630146350889948,124,1,1,3,7,19,26,33,17,8,9
Time Bokan Series: Time Patroltai Otasukeman,6.434782608695652,1.5330017997244532,115,1,1,2,4,22,23,41,14,2,5
Mahoutsukai Sally,6.421731123388582,1.6093783460300368,543,4,4,13,30,87,148,134,69,37,17
Rokushin Gattai GodMars,6.37984496124031,1.9734430560172815,258,5,5,14,20,30,42,74,38,15,15
Galilei Donna,6.452248824057925,1.7335164760649873,18921,126,238,635,1496,2588,3856,4964,3058,1296,664
Boukensha: The Man Was from Spain,6.451776649746193,1.4821987340334972,197,1,3,2,6,33,56,53,30,8,5
Daisuki! Hello Kitty,6.382440476190476,2.1659955912279276,672,23,19,17,35,114,154,127,71,34,78
Himesama Goyoujin,6.321958456973293,1.8013904186518463,674,7,12,26,61,88,142,179,95,37,27
11eyes,6.4532334485849665,1.8404599905316485,78090,1011,1562,2560,5544,9896,16114,20021,12183,5823,3376
Geneshaft,6.435520079820404,1.642353951050807,4009,27,62,97,252,556,962,1079,636,223,115
HaruChika: Haruta to Chika wa Seishun suru,6.326477359938603,1.7269439862533993,19545,259,282,593,1458,2838,4460,5208,2816,1027,604
Captain Earth,6.401991450318007,1.7782271364643474,19182,154,293,670,1600,2781,3807,4828,3027,1326,696
Himitsu no Akko-chan,6.4124293785310735,1.5199105225061893,354,2,3,5,15,71,84,102,46,14,12
Tanken Driland,6.0,1.9058120354516748,1071,30,29,43,85,200,246,236,117,45,40
Miss Monochrome: The Animation,6.465158371040724,1.650972179600414,15470,115,210,377,897,2194,3584,4423,2286,801,583
Mega Man,6.493857493857494,1.8078688525570124,1628,16,20,52,114,217,378,406,219,103,103
Monkey Turn,6.304964539007092,1.6798482809377364,141,1,3,5,8,23,31,40,20,6,4
Kagaku Kyuujo-tai TechnoVoyager,6.4495412844036695,1.742539739491884,109,2,1,3,6,14,27,30,14,8,4
Yurumates 3D Plus,6.520504731861199,1.4368407033714963,1902,3,10,29,98,271,493,582,287,73,56
Demashita! Powerpuff Girls Z,6.2041608445893495,2.0610360650519075,6441,151,203,349,490,946,1233,1459,824,396,390
Ashita Tenki ni Naare,6.526785714285714,1.5638769443082075,112,1,0,4,5,11,34,31,16,6,4
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.431132134188087,1.6083615557567175,16067,105,147,399,1017,2408,3809,4562,2282,799,539
X-Men,6.424540761195821,1.7466783689558218,8329,91,139,261,578,1066,1819,2293,1282,505,295
Kiniro no Corda: Blue♪Sky,6.409726443768997,1.8531734675552851,6580,83,117,212,488,985,1394,1574,923,460,344
Ayakashi,6.453062848050915,1.7370341836014636,10056,96,150,278,688,1385,2235,2673,1500,646,405
Cookin' Idol Ai! Mai! Main!,6.503937007874016,2.194746826817906,127,4,2,6,8,17,24,28,16,5,17
Bakugan Battle Brawlers: New Vestroia,6.471518660188153,1.9311097011979332,9673,138,211,366,586,1363,1998,2274,1394,706,637
Choujuushin Gravion,6.427964902349278,1.6762368278673372,3533,39,50,87,219,485,820,999,510,224,100
Magikano,6.488950276243094,1.673046235078358,11584,98,169,281,691,1502,2663,3347,1712,698,423
Chiisana Kyojin Microman,6.433734939759036,1.6146376450844293,83,0,1,2,7,10,21,27,6,5,4
Mahoutsukai Sally 2,6.5754716981132075,1.5395097227058752,318,1,1,6,17,45,81,90,46,17,14
Genji Tsuushin Agedama,6.7,1.7756286613076349,70,1,1,1,1,12,15,18,12,3,6
Genshi Shounen Ryuu,6.407843137254902,1.855129944949674,255,3,5,7,24,31,55,65,36,14,15
Genei wo Kakeru Taiyou,6.453143370910851,1.7838639508234704,14459,135,222,554,1018,1893,2947,3800,2320,1014,556
Fushigi na Koala Blinky,6.533980582524272,1.6535665130907782,206,1,1,5,8,42,44,54,27,12,12
Bakukyuu Renpatsu! Super Bedaman,6.570247933884297,2.1943821822256226,242,7,7,10,11,32,44,50,34,21,26
Get Ride! AMDriver,6.533018867924528,1.967625793639366,212,4,3,3,14,42,35,54,24,10,23
Obake no Q-tarou (1985),6.543859649122807,1.95627802206125,57,3,1,0,0,8,13,16,9,4,3
Ginyuu Mokushiroku Meine Liebe,6.423248882265276,1.7876031615668804,3355,43,57,97,220,498,712,862,502,230,134
Human Crossing,6.498834498834499,1.6050978063493078,429,3,5,7,29,60,88,137,62,25,13
Hundred,6.433128228345646,1.9053010378687605,48593,833,1131,1617,3148,6140,10341,12495,6888,3248,2752
Oneechan ga Kita,6.512380145558166,1.603073189657872,25969,176,310,572,1211,3570,6452,7554,3753,1410,961
Code-E,6.455505540166205,1.5746963016690176,5776,49,68,129,278,812,1425,1706,873,293,143
Fushigi no Kuni no Alice,6.522251308900524,1.6319060771678127,764,3,7,17,39,121,193,194,113,36,41
The Ultraman,6.59915611814346,1.9125610011767107,237,5,3,4,11,38,49,62,28,15,22
Sonic X,6.466171527702483,1.8742072093629965,18446,212,324,640,1236,2692,3896,4514,2459,1285,1188
Saru Getchu: On Air,6.372727272727273,2.0509824293786223,220,5,8,8,11,32,44,54,28,13,17
Kuromajo-san ga Tooru!!,6.279781420765027,1.655385632282515,1830,15,23,63,114,317,465,455,225,104,49
Tactical Roar,6.475635593220339,1.6645097825967383,2832,28,39,73,157,395,598,853,436,166,87
Ninja Hattori-kun (2012),6.845360824742268,1.874078226676361,97,1,1,2,6,12,14,28,16,7,10
Akuu Daisakusen Srungle,6.394736842105263,1.7097164074506093,114,2,0,4,9,15,22,37,18,1,6
Animation Kikou: Marco Polo no Bouken,6.765625,1.5486101379543529,64,1,0,0,0,10,19,15,13,1,5
Yami Shibai 2nd Season,6.5465564738292015,1.6412635915726363,10890,41,103,244,632,1592,2627,2872,1540,751,488
Kagewani: Shou,6.479738286196707,1.6815083780300233,4738,48,70,133,271,573,1084,1408,712,281,158
Parasol Henbei,6.5,1.9886038958388508,88,2,1,1,7,12,24,21,6,2,12
Yadamon,6.530864197530864,1.5160574254823458,81,1,0,2,4,9,19,29,11,4,2
Mini Hama: Minimum Hamatora,6.537162162162162,1.9203666740736316,296,3,7,11,15,40,68,64,48,15,25
Sengoku Collection,6.237929773226043,1.8463002688363996,5468,72,120,217,474,828,1199,1311,703,325,219
Sentimental Journey,6.544600938967136,1.5697048122363018,426,1,4,6,29,57,104,124,57,28,16
Tondera House no Daibouken,6.52233676975945,1.845031231165057,291,3,5,7,14,51,69,61,37,24,20
Venus Versus Virus,6.485995966838449,1.7665624012296766,8926,74,147,245,624,1255,1851,2360,1334,638,398
Ketsuekigata-kun! 4,6.545454545454546,1.4888804697250515,385,1,4,6,12,57,106,118,45,22,14
Ketsuekigata-kun! 3,6.561946902654867,1.5134101786568266,452,3,4,7,16,61,119,139,64,24,15
Vividred Operation,6.45055840483152,1.8042108181011378,20863,246,377,700,1446,2645,4373,5514,3320,1347,895
Beast Wars Second Chou Seimeitai Transformers,6.546931407942238,1.6571036143817124,554,2,11,13,22,85,117,163,83,36,22
Shirogane no Ishi: Argevollen,6.394779531042619,1.631570590522962,13562,91,196,368,940,1891,3067,3927,2056,675,351
Anmitsu Hime,6.659574468085107,1.5197507598662612,94,0,0,2,6,10,25,27,13,7,4
Uchuu no Kishi Tekkaman,6.4,1.8394972139147154,320,5,5,11,23,47,63,83,46,24,13
Binzume Yousei,6.44026265214606,1.7810446682736647,6244,92,104,177,379,843,1414,1619,954,418,244
Fuusen Shoujo Temple-chan,6.536231884057971,1.6989315495327937,69,0,2,0,6,10,13,19,13,2,4
Walkure Romanze,6.455492884090994,1.7725185788624267,26771,303,473,801,1748,3428,5916,7248,4066,1604,1184
Galaxy Angel Rune,6.391602399314482,1.945274789001369,1167,23,28,38,99,139,223,304,165,91,57
Hoero! Bun Bun,6.658227848101266,1.5981482635024435,79,2,0,1,1,11,18,23,15,7,1
Juusen Battle Monsuno,6.294117647058823,2.1647683669196236,748,28,17,36,52,103,151,148,103,51,59
Blue Dragon,6.4111760467536625,1.7470356384589663,12491,137,183,369,793,1896,2806,3280,1752,742,533
Nangoku Shounen Papuwa-kun,6.333333333333333,2.305548862105411,75,5,1,1,5,12,16,12,10,5,8
Megami Kouhosei,6.508758943992104,1.7972714918914792,8106,86,135,234,539,1115,1620,2098,1304,617,358
Kouya no Shounen Isamu,6.314606741573034,1.8025918020723304,89,1,2,2,7,13,25,19,9,7,4
Panda-Z: The Robonimation,6.433506044905009,1.95731213195931,579,16,12,20,33,68,119,149,91,42,29
Moetan,6.417007917007917,1.961930916271325,7326,148,179,275,477,951,1463,1786,1084,565,398
Cheburashka Arere?,6.4984375,1.8548915220556028,1280,22,25,31,72,176,271,334,197,75,77
Ginga Reppuu Baxingar,6.554054054054054,2.0077006607121755,74,1,0,5,3,15,13,11,14,5,7
Yume Tsukai,6.47040971168437,1.6426471979587791,1977,14,24,44,108,301,479,535,284,110,78
Yu☆Gi☆Oh! Zexal,6.3047138047138045,2.0533759129183613,12474,308,386,533,937,1605,2453,2939,1688,852,773
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.5238832946036664,1.6312562179990102,3873,41,55,83,189,464,885,1223,608,194,131
Coppelion,6.4817147613762485,1.8450367626683923,36040,309,706,1395,2797,4558,6655,9040,6229,2835,1516
Crush Gear Nitro,6.4955489614243325,1.7262533170612862,337,4,2,7,21,56,73,95,36,25,18
Chogattai Majutsu Robot Ginguiser,6.4,2.589723279940671,120,5,6,4,14,13,21,19,9,3,26
Devilman,6.410401002506266,1.9470090395525252,1596,22,37,65,125,209,310,405,210,110,103
Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.578125,1.5792075494927826,256,4,1,2,7,37,76,67,34,18,10
Gifuu Doudou!!: Kanetsugu to Keiji,5.98628192999054,2.1094240691445028,2114,58,86,136,204,327,385,407,276,151,84
Happiness!,6.521792966815255,1.7230374545361036,12114,114,171,307,706,1681,2586,3359,1860,810,520
Neo Ranga,6.410063620589936,1.7329296151019742,1729,25,21,53,110,254,358,477,264,122,45
ChäoS;HEAd,6.580442097934555,1.9072816757997946,103416,1368,2126,3579,7310,11361,18931,25616,18293,9441,5391
Nanami-chan 2nd Series,6.645669291338582,1.7321760882970303,127,1,0,4,8,16,32,26,22,11,7
Miss Monochrome: The Animation 2,6.590587044534413,1.5472405215825455,5928,29,52,101,269,785,1442,1784,934,300,232
Go! Go! Itsutsugo Land,6.548223350253807,1.4684358855989132,197,2,2,1,5,25,61,61,23,11,6
Honey Honey no Suteki na Bouken,6.689320388349515,1.9056845275938326,103,2,1,2,6,14,20,24,17,9,8
Android Ana Maico 2010,6.513067400275103,1.5959137382174966,727,2,7,12,57,93,179,200,99,56,22
Chou Kuse ni Narisou,6.536764705882353,1.55727934059265,136,1,2,1,7,20,27,49,18,6,5
Yokuwakaru Gendaimahou,6.503293241695304,1.6719813995996629,6984,66,77,169,433,925,1517,2107,999,418,273
Watashi to Watashi: Futari no Lotte,6.833333333333333,2.1984843263788196,72,3,2,0,3,7,17,8,16,8,8
SD Gundam Sangokuden Brave Battle Warriors,6.335273573923167,2.007970500408901,859,17,20,42,62,116,188,176,126,57,55
To Heart: Remember My Memories,6.53953488372093,1.8055064340664728,2365,25,42,76,156,269,492,620,409,164,112
Sister Princess,6.440172993753003,1.9087129447417583,6243,105,135,193,452,869,1176,1569,971,438,335
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.507495590828924,1.7415546500718568,4536,52,71,115,251,584,1052,1248,686,251,226
Ragnarök the Animation,6.479004411524427,1.8546989768666475,18361,219,356,588,1305,2432,3673,4726,2759,1336,967
Nanami-chan 3rd Series,6.572727272727272,1.775894606358317,110,1,0,4,6,18,25,24,19,4,9
Muu no Hakugei,6.561904761904762,1.8563856820320275,105,1,1,3,13,10,16,28,19,9,5
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.706896551724138,1.6816311938285025,58,1,0,1,3,4,15,21,6,2,5
Kikou Kantai Dairugger XV,6.557268722466961,1.639283052980246,454,4,3,10,23,62,107,139,57,26,23
Himawari!!,6.5598194130925505,1.5979422331489084,2658,16,28,61,117,346,653,799,379,150,109
Chou Dendou Robo Tetsujin 28-gou FX,6.675,1.5634497113754569,80,0,0,2,2,13,23,19,10,6,5
Babel Nisei (1973),6.419540229885057,1.8263297206094948,174,4,3,9,8,15,34,58,29,9,5
Chou Supercar Gattiger,6.586206896551724,1.9031234105581558,58,0,3,0,7,4,10,14,13,4,3
Catman Series III,6.5910224438902745,1.6852948274283113,401,3,7,6,20,64,76,104,78,30,13
Card Wang: Mix Master,6.574468085106383,1.8858714807455041,282,3,7,8,17,37,56,63,51,25,15
Juusenshi Gulkeeva,6.464285714285714,1.8137091322278032,196,2,3,8,12,26,42,54,23,17,9
Domo TV,6.58312020460358,2.03740507026302,391,10,8,13,13,54,87,89,45,38,34
Groizer X,6.315789473684211,2.2490379599180526,95,3,2,4,8,17,20,14,10,4,13
Zoids Fuzors,6.464295794524414,1.8746517913949614,3543,60,62,114,253,471,661,930,557,272,163
Kuusen Madoushi Kouhosei no Kyoukan,6.501848747215396,1.8308309003634349,43543,583,880,1389,2687,5089,9141,11852,6842,2939,2141
Brothers Conflict,6.486078191960545,2.0706601072874173,41769,793,1168,1632,2985,5455,7668,9072,5960,3875,3161
Umi no Triton,6.463667820069205,2.07961644063888,289,8,6,12,20,33,53,77,34,22,24
Marginal#4: Kiss kara Tsukuru Big Bang,6.608527131782946,2.250289594033578,516,14,19,18,32,60,86,103,80,41,63
Jinsei,6.458451660698851,1.6612701076710725,16198,133,229,434,1012,2136,3650,4644,2565,885,510
Strange Dawn,6.540689655172414,1.5438642316457276,725,7,8,8,32,102,177,205,127,46,13
Hi☆sCoool! SeHa Girls,6.44604113834883,1.8784504742674253,3549,54,73,119,248,434,774,878,543,236,190
Prism Ark,6.508321775312067,1.8026025527095126,7210,85,130,225,463,869,1517,1907,1195,493,326
Saint Seiya Omega,6.333480215034811,2.0366369994642826,11347,257,332,470,902,1471,2125,2631,1701,783,675
